name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue
"['Drama', 'Romance']",Geordie,1955-09-02,1955,0.231438,3.0,7.0,"['Alastair Sim', 'Bill Travers', 'Norah Gorsen', 'Molly Urquhart', 'Jameson Clark', 'Molly Urquhart', 'Paul Young', 'Anna Ferguson', 'Miles Malleson', 'Brian Reece', 'Raymond Huntley', 'Doris Goddard', 'Stanley Baxter', 'Duncan Macrae', 'Jack Radcliffe', 'Alex Mackenzie', 'Francis de Wolff', 'Margaret Boyd', 'Michael Ripper']",Frank Launder,0.0,0.0
['Comedy'],Sidetracked,2015-01-30,2015,1.235675,22.0,6.1,"['Raúl Arévalo', 'Inma Cuesta', 'Alberto San Juan', 'Candela Peña', 'Jorge Bosch', 'Irene Escolar', 'Kiti Mánver', 'Pepo Oliva', 'Miguel Rellán', 'Pilar Castro', 'Petra Martínez', 'Álex Martínez']",Álvaro Fernández Armero,0.0,0.0
['Drama'],Surfacing,1981-07-25,1981,0.093933,1.0,5.0,"['Kathleen Beller', 'R.H. Thomson', 'Joseph Bottoms', 'Michael Ironside', 'Margaret Dragu']",Claude Jutra,2250000.0,0.0
['Documentary'],The Lumière Brothers' First Films,1996-07-18,1996,0.036823,1.0,7.0,[],,0.0,0.0
[],Will You Still Love Me Tomorrow?,2013-04-03,2013,0.487394,4.0,6.4,"['Richie Ren', 'Mavis Fan', 'Lawrence Ko', 'Hsia Yu-chiao']",Arvin Chen,0.0,0.0
['Drama'],We Live Again,1934-11-01,1934,0.345705,0.0,0.0,"['Anna Sten', 'Fredric March', 'Jane Baxter', 'C. Aubrey Smith', 'Sam Jaffe', 'Ethel Griffies', 'Gwendolyn Logan', 'Jessie Ralph', 'Leonid Kinskey', 'Dale Fuller', 'Morgan Wallace']",Rouben Mamoulian,0.0,0.0
['Western'],Stagecoach,1966-04-21,1966,0.631761,6.0,4.5,"['Ann-Margret', 'Red Buttons', 'Mike Connors', 'Bing Crosby', 'Robert Cummings', 'Van Heflin', 'Alex Cord', 'Slim Pickens', 'Stefanie Powers', 'Keenan Wynn']",Gordon Douglas,0.0,0.0
"['Action', 'Western']",Blue Steel,1934-05-10,1934,0.94151,10.0,4.5,"['John Wayne', 'Eleanor Hunt', ""George 'Gabby' Hayes"", 'Edward Peil Sr.', 'Yakima Canutt']",Robert N. Bradbury,0.0,0.0
"['Crime', 'Drama', 'Thriller']",Trespass,2011-10-13,2011,9.540381,333.0,5.4,"['Nicolas Cage', 'Nicole Kidman', 'Liana Liberato', 'Cam Gigandet', 'Jordana Spiro', 'Ben Mendelsohn', 'Nico Tortorella', 'Dash Mihok', 'Emily Meade', 'Terry Milam', 'Gracie Whitton', 'Brandon Belknap', 'Tina Parker', 'David Maldonado']",Joel Schumacher,36000000.0,9612469.0
"['Action', 'Thriller']",Killer Force,1976-01-14,1976,0.985855,3.0,3.7,"['Telly Savalas', 'Peter Fonda', ""Hugh O'Brian"", 'Christopher Lee', 'O.J. Simpson', 'Maud Adams']",Val Guest,0.0,0.0
"['Drama', 'Romance']",The Slugger's Wife,1985-03-29,1985,0.000308,2.0,3.8,"[""Michael O'Keefe"", 'Rebecca De Mornay', 'Randy Quaid', 'Cleavant Derricks', 'Martin Ritt', 'Lisa Langlois', 'Georgann Johnson', 'Loudon Wainwright III', 'Lynn Whitfield', 'Dennis Burkley', 'Alisha Das', 'Dan Biggers']",Hal Ashby,0.0,1878561.0
"['Romance', 'Drama', 'History']",The Weeping Meadow,2004-02-20,2004,1.249402,16.0,7.3,"['Alexandra Aidini', 'Nikos Poursanidis', 'Giorgos Armenis', 'Vasilis Kolovos', 'Eva Kotamanidou', 'Toula Stathopoulou', 'Thalia Argyriou', 'Smaro Gaitanidou', 'Mihalis Giannatos', 'Grigoris Evangelatos', 'Aliki Kamineli', 'Amdromachi Chrisomelli', 'Alex Moukanos', 'Dimitris Kolovos', 'Thodoros Teknetzidis', 'Foulis Boudouroglou', 'Theofilos Alexopoulos', 'Than. Alexopoulos', 'Pas. Karaolanis', 'Vas. Karaolanis']",Theo Angelopoulos,0.0,0.0
"['Drama', 'Action', 'Thriller', 'Crime']",Heaven's Burning,1997-09-04,1997,0.467352,5.0,5.1,"['Russell Crowe', 'Youki Kudoh', 'Kenji Isomura', 'Ray Barrett', 'Robert Mammone']",Craig Lahiff,0.0,0.0
"['Action', 'Crime']",Miami Connection,1987-08-18,1987,1.972494,28.0,6.0,"['Y.K. Kim', 'Vincent Hirsch', 'Joseph Diamand', 'Maurice Smith', 'Angelo Janotti', 'Kathy Collier', 'William Eagle', 'Si Y Jo', 'Woo-sang Park', 'William Whitacre']",Y.K. Kim,0.0,0.0
"['Comedy', 'Family', 'Fantasy']",Ghost Dad,1990-06-29,1990,3.501,51.0,4.5,"['Bill Cosby', 'Kimberly Russell', 'Denise Nicholas', 'Salim Grant', 'Ian Bannen', 'Christine Ebersole', 'Barry Corbin', 'Raynor Scheine', 'Omar Gooding', 'Dana Ashbrook', 'Dakin Matthews', 'Arnold Stang']",Sidney Poitier,0.0,24707633.0
"['Horror', 'Drama', 'Thriller']",White Dog,1982-07-07,1982,2.849356,56.0,6.5,"['Kristy McNichol', 'Paul Winfield', 'Burl Ives', 'Jameson Parker', 'Christa Lang', 'Vernon Weddle', 'Karl Lewis Miller', 'Karrie Emerson', 'Helen Siff', 'Glen Garner', 'Terrence Beasor', 'Tony Brubaker', 'Samuel Fuller', 'Marshall Thompson', 'Paul Bartel', 'Dick Miller']",Samuel Fuller,8000000.0,0.0
"['Romance', 'Drama', 'Science Fiction']",Last Night,1998-10-23,1998,5.466969,41.0,7.0,"['Don McKellar', 'Sandra Oh', 'Roberta Maxwell', 'Robin Gammell', 'Sarah Polley', 'Trent McMullen', 'Charmion King', 'Jessica Booker', 'David Cronenberg', 'Tracy Wright', 'Callum Keith Rennie', 'Karen Glave', 'Arsinée Khanjian', 'Chandra Muszka', 'Geneviève Bujold', 'Bryan Renfro', 'François Girard', 'Daniel Iron', 'Bruce McDonald', 'Michael McMurtry', 'Pierre Elrick', 'Kirsten Johnson', 'Regan Moore', ""Darren O'Donnell"", 'Bob Martin', 'Michael Barry', 'Nathalie Shats', 'Tom McCamus', 'Jackie Burroughs']",Don McKellar,0.0,0.0
"['Comedy', 'Music', 'Romance']",Gold Diggers in Paris,1938-06-11,1938,0.715602,1.0,5.0,"['Rudy Vallee', 'Rosemary Lane', 'Hugh Herbert', 'Allen Jenkins', 'Gloria Dickson', 'Melville Cooper', 'Mabel Todd', 'Fritz Feld', 'Curt Bois', 'Edward Brophy', 'Victor Kilian', 'Georges Renavent', 'Armand Kaliz', 'Maurice Cass', ""Eddie 'Rochester' Anderson"", 'Rosella Towne', 'Janet Shaw', 'Carole Landis', 'Peggy Moran', 'Diana Lewis', 'Lois Lindsay', 'Poppy Wilde', 'Charles Judels', 'Ethelreda Leopold', 'Leo White', 'Murray Alper', 'Sam Ash', 'Mickey Carroll', 'André Cheron', 'Pedro de Cordoba', 'Georges De Gombert', 'Charles De Ravenne', 'Carlos De Valdez', 'Suzanne Dulier', 'Jay Eaton', 'Ruth Eddings', 'Freddie Fisher', 'Sam Harris', 'John Harron', 'Al Herman', 'Alphonse Martell', 'Eric Mayne', 'George Offerman Jr.', 'Paul Panzer', 'Jean Perry', 'Lee Phelps', 'Joseph Romantini', 'Jeffrey Sayre', 'Victoria Vinton']",Ray Enright,0.0,0.0
['Comedy'],Ma L'Amore... Sì,2006-10-20,2006,0.003796,0.0,0.0,"['Anna Maria Barbera', 'Andrea Tidona', 'Lorenzo Balducci', 'Marina Limosani', 'Elena Bouryka']",Tonino Zangardi,0.0,0.0
"['Drama', 'History']",Battleship Potemkin,1925-12-24,1925,12.912845,201.0,7.6,"['Aleksandr Antonov', 'Vladimir Barsky', 'Grigori Aleksandrov', 'Ivan Bobrov', 'Mikhail Gomorov', 'Aleksandr Levshin', 'Beatrice Vitoldi', 'Daniil Antonovich', 'Sergei M. Eisenstein', 'Andrey Fayt', 'Vladimir Uralsky', 'N. Poltavtseva', 'Konstantin Feldman', 'Prokhorenko', 'A. Glauberman', 'Iona Biy-Brodskiy', 'Julia Eisenstein', 'Yuriy Korobeynikov', 'Marusov', 'Protopopov', 'Repnikova', 'Zerenin', 'Aleksanteri Ahola-Valo']",Sergei M. Eisenstein,0.0,45100.0
"['Action', 'Comedy', 'Crime']",City Heat,1984-12-05,1984,12.881025,49.0,5.1,"['Clint Eastwood', 'Burt Reynolds', 'Jane Alexander', 'Madeline Kahn', 'Rip Torn', 'Irene Cara', 'Richard Roundtree', 'Tony Lo Bianco', 'William Sanderson', 'Nicholas Worth', 'Robert Davi', 'Jude Farese', 'John Hancock', 'Jack Thibeau', ""Gerald S. O'Loughlin"", 'Bruce M. Fischer', 'Jack Nance', 'Art LaFleur']",Richard Benjamin,25000000.0,38348988.0
['Documentary'],Bill W.,2012-05-18,2012,0.04353,1.0,5.0,[],Dan Carracino,0.0,0.0
[],Zadelpijn,2007-04-15,2007,0.313874,2.0,2.8,"['Monique van de Ven', 'Jacqueline Blom', 'Renée Fokker']",Nicole van Kilsdonk,0.0,0.0
"['Comedy', 'War']",Block-Heads,1938-08-18,1938,1.440106,19.0,7.2,"['Stan Laurel', 'Oliver Hardy', 'Patricia Ellis', 'Minna Gombell', 'Billy Gilbert', 'James Finlayson']",John G. Blystone,0.0,0.0
['Drama'],Where Are My Children?,1916-04-16,1916,0.616015,4.0,6.5,"['Tyrone Power Sr.', 'Helen Riaume', 'Marie Walcamp', 'Cora Drew', 'Rena Rogers', 'A.D. Blake', 'Juan de la Cruz', 'C. Norman Hammond', 'William J. Hope', 'Marjorie Blynn', 'William Haben', 'George Berrell', 'Mary MacLaren', 'Andy MacLennan']",Phillips Smalley,0.0,0.0
"['Action', 'Western']",Apache,1954-07-09,1954,1.607794,23.0,5.8,"['Burt Lancaster', 'Jean Peters', 'John McIntire', 'Charles Bronson', 'John Dehner', 'Ian MacDonald', 'Walter Sande', 'Morris Ankrum', 'Monte Blue', 'Paul Guilfoyle', 'John George']",Robert Aldrich,0.0,0.0
['Family'],An American Girl: Saige Paints the Sky,2013-07-02,2013,0.877702,5.0,6.3,"['Sidney Fullmer', 'Alex Peters', 'Alana Gordillo', 'Mika Abdalla', 'Omar Paz Trujillo', 'Kerr Smith', 'Jane Seymour']",Vince Marcello,0.0,0.0
['Documentary'],The Short Game,2013-09-20,2013,1.537704,12.0,7.3,"['Edd Hall', 'Jennifer Van Horn']",Josh Greenbaum,0.0,0.0
"['Science Fiction', 'Action']",Nick Fury: Agent of S.H.I.E.L.D.,1998-05-26,1998,1.282504,12.0,3.4,"['David Hasselhoff', 'Lisa Rinna', 'Sandra Hess', 'Neil Roberts']",Rod Hardy,0.0,0.0
"['Comedy', 'Romance']",A Millionaire for Christy,1951-09-02,1951,0.151177,3.0,7.3,"['Fred MacMurray', 'Eleanor Parker', 'Richard Carlson', 'Kay Buckley', 'Una Merkel', 'Chris-Pin Martin', 'Douglass Dumbrille', 'Raymond Greenleaf', 'Nestor Paiva']",George Marshall,0.0,0.0
"['Drama', 'Music']",A Chorus Line,1985-12-10,1985,3.998475,37.0,6.1,"['Michael Douglas', 'Alyson Reed', 'Audrey Landers', 'Janet Jones', 'Terrence Mann', 'Gregg Burge', 'Khandi Alexander', 'Vicki Frederick', 'Yamil Borges', 'Jan Gan Boyd', 'Matt West', 'Charles McGowan', 'Peter Fitzgerald']",Richard Attenborough,0.0,14202899.0
"['Western', 'Comedy', 'Action', 'Adventure']",Zorro,1975-03-06,1975,2.823599,17.0,7.0,"['Alain Delon', 'Ottavia Piccolo', 'Moustache', 'Enzo Cerusico', 'Giampiero Albertini', 'Stanley Baker']",Duccio Tessari,0.0,0.0
"['Comedy', 'Romance']",Poison Ivy,1985-02-10,1985,1.086477,7.0,5.4,"['Michael J. Fox', 'Nancy McKeon', 'Caren Kaye', 'Adam Baldwin', 'Robert Klein', 'Joe Wright', 'Thomas Nowell', 'Matthew Shugailo', 'Derek Googe', 'Cary Guffey', 'Cary Guffey', 'Brett Rice']",Larry Elikann,0.0,0.0
['Drama'],Shades of Fern,1986-01-01,1986,0.007795,2.0,4.8,"['Marek Probosz', 'Zbigniew Suszyński', 'Miroslav Machácek', 'František Peterka', 'Josef Patočka', 'Vladimír Hlavatý', 'Marie Jezková', 'Oldřich Velen', 'Vítezslav Jandák']",František Vláčil,0.0,0.0
['Animation'],The Origin of Stitch,2005-08-30,2005,0.203822,1.0,6.0,['Chris Sanders'],Mike Disa,0.0,0.0
"['Drama', 'Action', 'Comedy', 'Crime']",The Pope of Greenwich Village,1984-06-22,1984,4.652503,40.0,6.4,"['Eric Roberts', 'Mickey Rourke', 'Daryl Hannah', 'Geraldine Page', 'Kenneth McMillan', 'Tony Musante', 'M. Emmet Walsh', 'Burt Young', 'Jack Kehoe', 'Philip Bosco', 'Val Avery', 'Joe Grifasi', 'Tony DiBenedetto', 'Anna Levine', 'Ronald Maccone']",Stuart Rosenberg,0.0,0.0
['Drama'],Wolves,2016-10-25,2016,4.233209,6.0,5.6,"['Michael Shannon', 'Taylor John Smith', 'Carla Gugino', 'Chris Bauer', 'Jessica Rothe', 'Zazie Beetz', 'Cindy Cheung', 'Christopher Meyer', 'Seth Barrish', 'Danny Hoch', 'Richard Kohnke', 'John Douglas Thompson', 'Noah Le Gros', 'Jake Choi']",Bart Freundlich,0.0,0.0
"['Comedy', 'Drama', 'Fantasy']",Morgan: A Suitable Case for Treatment,1966-01-01,1966,1.207649,9.0,5.7,"['David Warner', 'Vanessa Redgrave', 'Robert Stephens', 'Irene Handl', 'Bernard Bresslaw', 'Arthur Mullard']",Karel Reisz,0.0,0.0
['Comedy'],The Three Brothers,1995-12-13,1995,3.965037,119.0,7.2,"['Pascal Légitimus', 'Didier Bourdon', 'Bernard Campan', 'Antoine du Merle', 'Anne Jacquemin', 'Marine Jolivet', 'Annick Alane', 'Pierre Meyrand', 'Bernard Farcy', 'Elie Semoun', 'Henry Courseaux', 'Bruno Lochet', 'Yolande Moreau']",Bernard Campan,7500000.0,0.0
"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",Stake Land,2010-09-30,2010,7.814255,290.0,6.2,"['Danielle Harris', 'Kelly McGillis', 'Nick Damici', 'Connor Paolo', 'Gregory Jones', 'Traci Hovel', 'Marianne Hagan', 'James Godwin', 'Tim House', 'Michael Cerveris', 'Sean Nelson', 'Adam Scarimbolo', 'Chance Kelly', 'Seamus Boyle']",Jim Mickle,650000.0,33245.0
"['Drama', 'Romance']",Diary of a Nymphomaniac,2008-10-14,2008,5.28626,70.0,5.5,"['Belén Fabra', 'Leonardo Sbaraglia', 'Llum Barrera', 'Geraldine Chaplin', 'Ángela Molina', 'Pedro Gutiérrez', 'José Chaves', 'Jorge Yaman', 'David Vert', 'Jaume García Arija', 'Antonio Garrido', 'Javier Coromina', 'Judith Diakhate', 'Natasha Yarovenko', 'Mariona Tena', 'Laura De Pedro', 'Alba Ribas']",Christian Molina,0.0,0.0
"['Fantasy', 'Drama', 'Horror', 'Thriller']",The Picture of Dorian Gray,1945-03-01,1945,9.080158,45.0,7.5,"['George Sanders', 'Hurd Hatfield', 'Donna Reed', 'Angela Lansbury', 'Peter Lawford', 'Lowell Gilmore', 'William Holmes', 'John George']",Albert Lewin,0.0,0.0
['Thriller'],Necessary Evil,2008-01-01,2008,1.618261,5.0,3.3,"['Donald Agnelli', 'Greg Collins', 'Drue Delio', 'James DuMont', 'Mark Casimir Dyniewicz', 'Evan Elliot', 'Eric Feldman', 'Kathryn Fiore', 'Aaron Fors', 'Daniele Gaither', 'Tessa Germaine', 'Samson Ghaffary', 'Joe Guth', 'Carolyn Hennesy', 'Lance Henriksen', 'Julia Howard', 'Gary Hudson', 'Justin Kelly', 'Allan Kolman', 'Mike Kurzhal', 'Tarri Markel', 'Orlando McNary', 'Laura Molina', 'Ramsey Moore', 'Frank Novak', 'Pasquale Pinto', 'Nick Plantico', 'Patricia Prata', 'Kyle Rea', 'Richard Riehle', 'Bertrand Roberson Jr.', 'Andrew Rowe', 'John Russel', 'Steve Seagren', 'Robert Seymone', 'Mirelly Taylor', 'Danny Trejo']",Peter J. Eaton,950000.0,0.0
"['Comedy', 'Drama']",All Ladies Do It,1992-02-21,1992,4.258331,159.0,3.8,"['Claudia Koll', 'Paolo Lanza', 'Ornella Marcucci', 'Isabella Deiana', 'Franco Branciaroli', 'Renzo Rinaldi', 'Maurizio Martinoli', 'Marco Marciani', 'Jean René Lemoine', 'Luciana Cirenei', 'Rossana Di Pierro', 'Antonio Conte', 'Osiride Pevarello']",Tinto Brass,0.0,0.0
"['Action', 'Thriller']",Runaway Train,1985-11-15,1985,15.236541,129.0,7.0,"['Jon Voight', 'Eric Roberts', 'Rebecca De Mornay', 'Kyle T. Heffner', 'John P. Ryan', 'T. K. Carter', 'Kenneth McMillan', 'Stacey Pickren', 'Walter Wyatt', 'Edward Bunker', 'Reid Cruickshanks', 'Dan Wray', 'Michael Lee Gogin', 'John Bloom', 'Hank Worden', 'Danny Trejo', 'Tom Lister Jr.', 'Dennis Franz', 'John Otrin', 'Norman Alexander Gibbs', 'Dennis Ott', 'Don Pugsley', 'John Fountain', 'Wally Rose']",Andrei Konchalovsky,9000000.0,7936012.0
"['Drama', 'Music']",You Are God,2012-05-07,2012,0.331599,9.0,5.3,"['Marcin Kowalczyk', 'Dawid Ogrodnik', 'Tomasz Schuchardt', 'Arkadiusz Jakubik', 'Marcin Dorociński', 'Przemysław Bluszcz', 'Halina Bednarz', 'Magdalena Kacprzak', 'Elzbieta Karkoszka', 'Miroslaw Neinert', 'Piotr Nowak', 'Katarzyna Wajda', 'Malgorzata Zajaczkowska']",Leszek Dawid,1951964.0,0.0
"['Comedy', 'Horror']",Vampire's Kiss,1988-09-17,1988,3.265426,75.0,6.0,"['Nicolas Cage', 'María Conchita Alonso', 'Jennifer Beals', 'Elizabeth Ashley', 'Kasi Lemmons', 'Robert Lujan', 'Boris Leskin', 'John Michael Higgins', 'Amy Stiller', 'Jessica Lundy', 'Marc Coppola', 'David Hyde Pierce', 'David Holbrook', 'Debbie Rochon', 'Jill Gatsby', 'Johnny Walker']",Robert Bierman,2000000.0,725131.0
"['Horror', 'Mystery', 'Thriller']",The Boy,2016-01-22,2016,17.028854,1133.0,5.8,"['Lauren Cohan', 'Rupert Evans', 'James Russell', 'Jim Norton', 'Diana Hardcastle', 'Ben Robson', 'Jett Klyne', 'Lily Pater', 'Stephanie Lemelin', 'Matthew Walker']",William Brent Bell,10000000.0,64188367.0
"['Action', 'Comedy']",Hooper,1978-07-28,1978,2.991742,36.0,6.1,"['Burt Reynolds', 'Robert Klein', 'Adam West', 'Jan-Michael Vincent', 'Sally Field', 'Brian Keith', 'James Best', 'Alfie Wise', 'Terry Bradshaw', 'Norm Grabowski', 'George Furth', 'Jim Burk', 'Don Barry', ""Princess O'Mahoney"", 'Robert Tessier', 'Richard Tyler', 'Tara Buckman']",Hal Needham,0.0,78000000.0
"['Documentary', 'Foreign']",Enemies of the People,2009-11-24,2009,0.148382,4.0,6.8,"['Thet Sambath', 'Pol Pot', 'Nuon Chea']",Rob Lemkin,0.0,0.0
['Documentary'],After Porn Ends,2012-05-21,2012,4.611972,65.0,5.5,"['Mary Carey', 'Amber Lynn', 'John Leslie', 'Asia Carrera', 'Luke Ford', 'Nina Hartley', 'Houston', 'Shelley Lubben', 'Neil Malamuth', 'William Margold', 'Sandra Margot', 'Crissy Moran']",Bryce Wagoner,400000.0,0.0
"['Action', 'Crime', 'Thriller']",Bullet,2014-02-25,2014,3.282908,35.0,4.2,"['Danny Trejo', 'Seri DeYoung', 'Torsten Voges', 'Jonathan Banks', 'Kyle Villalovos', 'Eve Mauro', 'Eric St. John', 'Gerald Webb', 'Tinsel Korey', 'Eric Etebari', 'John Savage', 'Julia Dietze', 'Derek Anthony', 'Robert Blanche', 'Max Perlich', 'Elizabeth Gast', 'Chuck Hittinger', 'Alison Ball', 'Blanca Blanco', 'Emilio Rivera', 'Mario E. Garcia', 'James Evans']",Nick Lyon,3000000.0,0.0
['Documentary'],The Matador,2008-11-20,2008,0.009423,0.0,0.0,['David Fandila'],Nina Gilden Seavey,0.0,0.0
"['Comedy', 'Crime', 'Adventure']",Knock on Wood,1981-03-01,1981,5.568624,86.0,7.1,"['Pierre Richard', 'Gérard Depardieu', 'Pedro Armendáriz Jr.', 'Maritza Olivares', 'Corynne Charbit', 'André Valardy', 'Jorge Luke', 'Sergio Calderón', 'Michel Robin', 'Robert Dalban']",Francis Veber,0.0,0.0
"['Horror', 'Thriller']",Dark House,2009-04-19,2009,0.553298,12.0,4.8,"['Jeffrey Combs', 'Meghan Ory', 'Diane Salinger', 'Matt Cohen', 'Shelly Cole', 'Danso Gordon', 'Ryan Melander', 'Bevin Prince', 'Erin Cummings', 'Ian Reed Kesler', 'Meghan Maureen McDonough', 'Scott Whyte', 'Angela Gots', 'Michael Copon', 'Michael Albala', 'Tom Gulager', 'Annalise Basso', 'Haley Pullos']",Darin Scott,0.0,0.0
['Animation'],Stormy Night,2005-12-10,2005,1.938963,12.0,6.6,"['Shidou Nakamura', 'Hiroki Narimiya', 'Riki Takeuchi', 'Kouichi Yamadera', 'Kobuhei Hayashiya', 'Eiji Bandô', 'Tetsuya Yanagihara', 'Yoshiyuki Hirai', 'Maya Kobayashi']",Gisaburō Sugii,0.0,0.0
"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",City Slickers,1991-06-07,1991,7.334686,232.0,6.2,"['Billy Crystal', 'Daniel Stern', 'Bruno Kirby', 'Jack Palance', 'Patricia Wettig', 'Helen Slater', 'Noble Willingham', 'Tracey Walter', 'Josh Mostel', 'David Paymer', 'Phill Lewis', 'Jeffrey Tambor', 'Karla Tamburrelli', 'Robert Costanzo', 'Jake Gyllenhaal', 'Walker Brandt', 'Lindsay Crystal', 'Molly McClure', 'Jane Alden', 'Danielle Harris', 'Alan Charof', 'Yeardley Smith']",Ron Underwood,27000000.0,179033791.0
"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",The Midnight Meat Train,2008-08-07,2008,13.389735,294.0,6.0,"['Bradley Cooper', 'Vinnie Jones', 'Brooke Shields', 'Leslie Bibb', 'Roger Bart', 'Ted Raimi', 'Peter Jacobson', 'Barbara Eve Harris', 'Stephanie Mace', 'Tony Curran', 'Quinton Jackson']",Ryûhei Kitamura,15000000.0,3533227.0
['Comedy'],Internet Famous,2016-06-21,2016,2.836788,24.0,4.0,"['Amanda Cerny', 'Shane Dawson']",,0.0,0.0
"['Romance', 'Comedy']",The Debut,1970-10-12,1970,0.006777,7.0,5.4,"['Inna Churikova', 'Valentina Telichkina', 'Tatyana Stepanova', 'Leonid Kuravlyov', 'Mikhail Kononov', 'Nina Skomorokhova', 'Tatyana Bedova', 'Yuri Klepikov', 'Gennadi Beglov', 'Yuri Vizbor', 'Vyacheslav Vasilyev', 'Yevgeni Lebedev', 'Vsevolod Sobolev', 'Gerasim Zhukovsky']",Gleb Panfilov,0.0,0.0
"['Action', 'Adventure', 'Drama', 'Romance']",Sahara,1983-12-01,1983,1.634923,6.0,6.0,"['Brooke Shields', 'Lambert Wilson', 'Horst Buchholz', 'John Rhys-Davies', 'Ronald Lacey', 'Cliff Potts', 'Perry Lang', 'John Mills', 'Tuvia Tavi', 'Steve Forrest', 'Terrence Hardiman', 'Shahar Cohen', 'Zehava Twena', 'Gabi Amrani', ""Ya'ackov Ben-Sira""]",Andrew V. McLaglen,0.0,0.0
['Drama'],Stone,2010-10-07,2010,11.275132,195.0,5.2,"['Frances Conroy', 'Robert De Niro', 'Edward Norton', 'Milla Jovovich', 'Enver Gjokaj', 'Pepper Binkley', 'Sandra Love Aldridge', 'Greg Trzaskoma', 'Rachel Loiselle', 'Peter Lewis', 'Sarab Kamoo']",John Curran,22000000.0,9479718.0
"['Crime', 'Drama', 'Horror', 'Thriller']",Million Dollar Crocodile,2012-06-08,2012,1.105591,11.0,5.0,"['Barbie Hsu', 'Guo Tao', 'Lam Suet', 'Shi Zhao-Qi', 'Xiong Xin-Xin', 'Ding Jia-Li', 'Purba Rygal', 'Fang Qing-Zhuo']",Lin Li-Sheng,4700000.0,0.0
"['Drama', 'History', 'TV Movie']",Grey Gardens,2009-04-18,2009,2.947074,35.0,6.7,"['Drew Barrymore', 'Jessica Lange', 'Jeanne Tripplehorn', 'Ken Howard', 'Kenneth Welsh', 'Arye Gross', 'Louis Ferreira', 'Daniel Baldwin', 'Malcolm Gets', 'Louis Grise', 'Joshua Peace', 'Neil Babcock', 'Ben Carlson', 'Olivia Waldriff', 'Neil Girvan', 'Timm Zemanek', 'Arnold Pinnock', 'Perry Mucci', 'Lorna Wilson', 'Marcia Bennett', 'Evan Williams', 'Tamsen McDonough', 'Kevin Etherington', 'Sophie Goulet', 'Dave Kiner', 'Duane Murray', 'Catherine Marie Thomas']",Michael Sucsy,12000000.0,0.0
"['Family', 'Comedy', 'Science Fiction']",C.H.O.M.P.S.,1979-12-21,1979,0.009919,3.0,3.5,"['Valerie Bertinelli', 'Red Buttons', 'Conrad Bain', 'Wesley Eure', 'Jim Backus']",Don Chaffey,0.0,0.0
"['Music', 'Documentary']",Latcho Drom,1993-06-06,1993,1.034063,10.0,6.3,['La Caita'],Tony Gatlif,0.0,0.0
['Action'],Perils of the Sentimental Swordsman,1982-05-13,1982,0.000308,2.0,4.8,"['Ti Lung', 'Dang Wai-Ho', 'Ku Kuan-Chung', 'Lo Lieh', 'Choh Seung-Wan', 'Tai Liang-Chun', 'Ku Feng', 'Lau Siu-Kwan', 'Yuen Tak', 'Cheng Miu', 'Kwan Fung', 'Yeung Chi-Hing']",Chor Yuen,0.0,0.0
"['Action', 'Adventure', 'Fantasy', 'Horror']",BloodRayne,2005-10-22,2005,6.514132,120.0,3.6,"['Kristanna Loken', 'Ben Kingsley', 'Michelle Rodriguez', 'Michael Madsen', 'Matthew Davis', 'Will Sanderson', 'Geraldine Chaplin', 'Udo Kier', 'Meat Loaf', 'Michael Paré', 'Billy Zane']",Uwe Boll,25000000.0,2405420.0
['Documentary'],Bruce Lee: A Warrior's Journey,2000-10-22,2000,1.165594,15.0,7.3,"['Bruce Lee', 'Jackie Chan', 'Sammo Hung', 'Yuen Biao', 'Chuck Norris', 'Kareem Abdul-Jabbar', 'Linda Lee Cadwell', 'Dan Inosanto', 'Bey Logan', 'James Tien', 'Nora Miao', 'Angela Mao', 'Ji Han-Jae']",John Little,0.0,0.0
[],The Wild Bunch: An Album in Montage,1996-11-01,1996,0.001651,0.0,0.0,[],Paul Seydor,0.0,0.0
['Documentary'],Top Spin,2014-11-15,2014,0.567031,6.0,6.8,[],Sara Newens,0.0,0.0
['Thriller'],Palimpsest,2006-08-18,2006,0.193724,3.0,6.5,"['Andrzej Chyra', 'Magdalena Cielecka', 'Robert Gonera', 'Tomasz Sapryk']",Konrad Niewolski,0.0,0.0
"['Romance', 'Drama']",A Gentle Woman,1969-08-27,1969,0.602797,15.0,6.8,"['Dominique Sanda', 'Guy Frangin', 'Jeanne Lobre', 'Claude Ollier', 'Jacques Kébadian', 'Gilles Sandier', 'Dorothée Blanck']",Robert Bresson,0.0,0.0
